accepted_name,family,broader,establishment_means,park_list,voucher_exists,iNat_RG_record_exists
Diplacus graniticola,Phrymaceae,3.dicot,native,1,1,1
Diplacus kelloggii,Phrymaceae,3.dicot,native,1,,1
Diplacus layneae,Phrymaceae,3.dicot,native,1,1,1
Diplacus leptaleus,Phrymaceae,3.dicot,native,1,1,1
Diplacus mephiticus,Phrymaceae,3.dicot,native,1,1,1
Diplacus pulchellus,Phrymaceae,3.dicot,native,1,1,1
Diplacus torreyi,Phrymaceae,3.dicot,native,1,1,1
Erythranthe acutidens,Phrymaceae,3.dicot,native,,1,
Erythranthe androsacea,Phrymaceae,3.dicot,native,,1,
Erythranthe arenaria,Phrymaceae,3.dicot,native,,1,1
Erythranthe bicolor,Phrymaceae,3.dicot,native,1,1,1
Erythranthe breweri,Phrymaceae,3.dicot,native,1,1,1
Erythranthe cardinalis,Phrymaceae,3.dicot,native,1,1,1
Erythranthe corallina,Phrymaceae,3.dicot,native,1,1,1
Erythranthe erubescens,Phrymaceae,3.dicot,native,1,1,1
Erythranthe filicaulis,Phrymaceae,3.dicot,native,1,1,1
Erythranthe floribunda,Phrymaceae,3.dicot,native,1,1,
Erythranthe guttata,Phrymaceae,3.dicot,native,1,1,1
Erythranthe inconspicua,Phrymaceae,3.dicot,native,1,1,
Erythranthe laciniata,Phrymaceae,3.dicot,native,1,1,1
Erythranthe microphylla,Phrymaceae,3.dicot,native,1,1,1
Erythranthe montioides,Phrymaceae,3.dicot,native,1,1,
Erythranthe moschata,Phrymaceae,3.dicot,native,1,1,1
Erythranthe nasuta,Phrymaceae,3.dicot,native,1,1,1
Erythranthe primuloides,Phrymaceae,3.dicot,native,1,1,1
Erythranthe pulsiferae,Phrymaceae,3.dicot,native,1,,
Erythranthe rubella,Phrymaceae,3.dicot,native,,,1
Erythranthe suksdorfii,Phrymaceae,3.dicot,native,1,1,1
Erythranthe tilingii,Phrymaceae,3.dicot,native,1,1,1
Mimetanthe pilosa,Phrymaceae,3.dicot,native,1,1,
Mimulus angustatus,Phrymaceae,3.dicot,native,1,,
Antirrhinum leptaleum,Plantaginaceae,3.dicot,native,1,1,
Callitriche heterophylla,Plantaginaceae,3.dicot,native,1,1,
Callitriche marginata,Plantaginaceae,3.dicot,native,1,1,
Callitriche palustris,Plantaginaceae,3.dicot,native,1,1,
Collinsia bartsiifolia,Plantaginaceae,3.dicot,native,1,1,
Collinsia childii,Plantaginaceae,3.dicot,native,1,1,
Collinsia heterophylla,Plantaginaceae,3.dicot,native,1,1,1
Collinsia linearis,Plantaginaceae,3.dicot,native,1,1,
Collinsia parviflora,Plantaginaceae,3.dicot,native,1,1,1
Collinsia tinctoria,Plantaginaceae,3.dicot,native,1,1,1
Collinsia torreyi,Plantaginaceae,3.dicot,native,1,1,1
Digitalis purpurea,Plantaginaceae,3.dicot,introduced,1,1,1
Gratiola ebracteata,Plantaginaceae,3.dicot,native,1,1,1
Gratiola neglecta,Plantaginaceae,3.dicot,native,1,1,
Hippuris vulgaris,Plantaginaceae,3.dicot,native,1,1,
Keckiella breviflora,Plantaginaceae,3.dicot,native,1,1,1
Limosella acaulis,Plantaginaceae,3.dicot,native,1,1,
Limosella aquatica,Plantaginaceae,3.dicot,native,1,,
Penstemon azureus,Plantaginaceae,3.dicot,native,1,1,1
Penstemon davidsonii,Plantaginaceae,3.dicot,native,1,1,1
Penstemon heterodoxus,Plantaginaceae,3.dicot,native,1,1,1
Penstemon heterophyllus,Plantaginaceae,3.dicot,native,1,1,1
Penstemon laetus,Plantaginaceae,3.dicot,native,1,1,1
Penstemon newberryi,Plantaginaceae,3.dicot,native,1,1,1
Penstemon procerus,Plantaginaceae,3.dicot,native,1,1,1
Penstemon roezlii,Plantaginaceae,3.dicot,native,1,1,
Penstemon rostriflorus,Plantaginaceae,3.dicot,native,1,1,1
Penstemon rydbergii,Plantaginaceae,3.dicot,native,1,1,1
Plantago erecta,Plantaginaceae,3.dicot,native,1,,
Plantago lanceolata,Plantaginaceae,3.dicot,introduced,1,1,1
Plantago major,Plantaginaceae,3.dicot,introduced,1,1,1
Veronica americana,Plantaginaceae,3.dicot,native,1,1,1
Veronica anagallis-aquatica,Plantaginaceae,3.dicot,introduced,1,1,
Veronica arvensis,Plantaginaceae,3.dicot,introduced,1,1,1
Veronica cusickii,Plantaginaceae,3.dicot,native,1,1,
Veronica filiformis,Plantaginaceae,3.dicot,introduced,,1,
Veronica peregrina,Plantaginaceae,3.dicot,native,1,1,1
Veronica persica,Plantaginaceae,3.dicot,introduced,1,1,
Veronica scutellata,Plantaginaceae,3.dicot,native,1,1,1
Veronica serpyllifolia,Plantaginaceae,3.dicot,native,1,1,1
Veronica wormskjoldii,Plantaginaceae,3.dicot,native,1,1,1
Allophyllum capillare,Polemoniaceae,3.dicot,native,1,1,1
Allophyllum divaricatum,Polemoniaceae,3.dicot,native,1,1,1
Allophyllum gilioides,Polemoniaceae,3.dicot,native,1,1,1
Allophyllum integrifolium,Polemoniaceae,3.dicot,native,1,1,1
Collomia grandiflora,Polemoniaceae,3.dicot,native,1,1,1
Collomia heterophylla,Polemoniaceae,3.dicot,native,1,1,1
Collomia linearis,Polemoniaceae,3.dicot,native,1,1,1
Collomia tinctoria,Polemoniaceae,3.dicot,native,1,,
Gilia capitata,Polemoniaceae,3.dicot,native,1,1,1
Gilia tricolor,Polemoniaceae,3.dicot,native,1,,
Ipomopsis aggregata,Polemoniaceae,3.dicot,native,1,1,1
Leptosiphon bicolor,Polemoniaceae,3.dicot,native,1,1,1
Leptosiphon ciliatus,Polemoniaceae,3.dicot,native,1,1,1
Leptosiphon filipes,Polemoniaceae,3.dicot,native,1,1,1
Leptosiphon liniflorus,Polemoniaceae,3.dicot,native,,,1
Leptosiphon montanus,Polemoniaceae,3.dicot,native,1,1,
Leptosiphon nuttallii,Polemoniaceae,3.dicot,native,1,,1
Linanthus dichotomus,Polemoniaceae,3.dicot,native,1,1,1
Linanthus harknessii,Polemoniaceae,3.dicot,native,1,1,
Linanthus pungens,Polemoniaceae,3.dicot,native,1,1,1
Microsteris gracilis,Polemoniaceae,3.dicot,native,1,1,1
Navarretia crystallina,Polemoniaceae,3.dicot,native,,1,
Navarretia divaricata,Polemoniaceae,3.dicot,native,1,1,
Navarretia intertexta,Polemoniaceae,3.dicot,native,1,1,1
Navarretia leptalea,Polemoniaceae,3.dicot,native,1,1,1
Navarretia linearifolia,Polemoniaceae,3.dicot,native,,1,
Navarretia viscidula,Polemoniaceae,3.dicot,native,1,1,
Navarretia vividior,Polemoniaceae,3.dicot,native,1,1,
Phlox condensata,Polemoniaceae,3.dicot,native,1,1,1
Phlox diffusa,Polemoniaceae,3.dicot,native,1,1,1
Phlox pulvinata,Polemoniaceae,3.dicot,native,1,1,
Phlox speciosa,Polemoniaceae,3.dicot,native,1,1,
Polemonium californicum,Polemoniaceae,3.dicot,native,1,1,1
Polemonium eximium,Polemoniaceae,3.dicot,native,1,1,1
Polemonium occidentale,Polemoniaceae,3.dicot,native,1,1,1
Polemonium pulcherrimum,Polemoniaceae,3.dicot,native,1,1,1
Bistorta bistortoides,Polygonaceae,3.dicot,native,1,1,1
Chorizanthe membranacea,Polygonaceae,3.dicot,native,1,1,1
Eriogonum gracile,Polygonaceae,3.dicot,native,,1,
Eriogonum hirtiflorum,Polygonaceae,3.dicot,native,1,1,
Eriogonum incanum,Polygonaceae,3.dicot,native,1,1,1
Eriogonum lobbii,Polygonaceae,3.dicot,native,1,1,1
Eriogonum marifolium,Polygonaceae,3.dicot,native,1,1,
Eriogonum microtheca,Polygonaceae,3.dicot,native,,,1
Eriogonum nudum,Polygonaceae,3.dicot,native,1,1,1
Eriogonum ovalifolium,Polygonaceae,3.dicot,native,1,1,1
Eriogonum prattenianum,Polygonaceae,3.dicot,native,1,1,
Eriogonum rosense,Polygonaceae,3.dicot,native,1,1,1
Eriogonum roseum,Polygonaceae,3.dicot,native,1,1,1
Eriogonum spergulinum,Polygonaceae,3.dicot,native,1,1,1
Eriogonum umbellatum,Polygonaceae,3.dicot,native,1,1,1
Eriogonum wrightii,Polygonaceae,3.dicot,native,1,1,1
Fallopia convolvulus,Polygonaceae,3.dicot,native,1,1,
Koenigia phytolaccifolia,Polygonaceae,3.dicot,native,1,1,1
Oxyria digyna,Polygonaceae,3.dicot,native,1,1,1
Persicaria amphibia,Polygonaceae,3.dicot,native,1,1,1
Persicaria hydropiper,Polygonaceae,3.dicot,introduced,1,1,
Persicaria hydropiperoides,Polygonaceae,3.dicot,native,1,1,
Persicaria lapathifolia,Polygonaceae,3.dicot,native,1,1,
Persicaria maculosa,Polygonaceae,3.dicot,introduced,1,1,
Polygonum aviculare,Polygonaceae,3.dicot,introduced,1,1,
Polygonum californicum,Polygonaceae,3.dicot,native,1,1,
Polygonum douglasii,Polygonaceae,3.dicot,native,1,1,1
Polygonum minimum,Polygonaceae,3.dicot,native,1,1,
Polygonum parryi,Polygonaceae,3.dicot,native,,1,
Polygonum polygaloides,Polygonaceae,3.dicot,native,1,1,1
Polygonum ramosissimum,Polygonaceae,3.dicot,introduced,1,1,
Polygonum sawatchense,Polygonaceae,3.dicot,native,1,1,
Polygonum shastense,Polygonaceae,3.dicot,native,1,1,1
Pterostegia drymarioides,Polygonaceae,3.dicot,native,1,1,
Rumex acetosella,Polygonaceae,3.dicot,introduced,1,1,1
Rumex californicus,Polygonaceae,3.dicot,native,1,1,
Rumex conglomeratus,Polygonaceae,3.dicot,introduced,1,1,
Rumex crispus,Polygonaceae,3.dicot,introduced,1,1,1
Rumex paucifolius,Polygonaceae,3.dicot,native,1,1,1
Rumex pulcher,Polygonaceae,3.dicot,introduced,1,1,
Rumex salicifolius,Polygonaceae,3.dicot,native,1,1,
Rumex triangulivalvis,Polygonaceae,3.dicot,native,1,1,
Rumex utahensis,Polygonaceae,3.dicot,native,,1,
Portulaca oleracea,Portulacaceae,3.dicot,introduced,1,1,
Androsace septentrionalis,Primulaceae,3.dicot,native,1,1,1
Lysimachia arvensis,Primulaceae,3.dicot,introduced,1,1,
Lysimachia latifolia,Primulaceae,3.dicot,native,1,,x
Primula hendersonii,Primulaceae,3.dicot,native,1,1,1
Primula jeffreyi,Primulaceae,3.dicot,native,1,1,1
Primula pauciflora,Primulaceae,3.dicot,native,,1,
Primula subalpina,Primulaceae,3.dicot,native,1,1,1
Primula suffrutescens,Primulaceae,3.dicot,native,1,1,1
Primula tetrandra,Primulaceae,3.dicot,native,1,1,1
Aconitum columbianum,Ranunculaceae,3.dicot,native,1,1,1
Actaea rubra,Ranunculaceae,3.dicot,native,1,1,1
Anemone drummondii,Ranunculaceae,3.dicot,native,1,1,
Aquilegia formosa,Ranunculaceae,3.dicot,native,1,1,1
Aquilegia pubescens,Ranunculaceae,3.dicot,native,1,1,1
Caltha leptosepala,Ranunculaceae,3.dicot,native,1,1,1
Clematis lasiantha,Ranunculaceae,3.dicot,native,1,1,
Clematis ligusticifolia,Ranunculaceae,3.dicot,native,1,1,
Delphinium depauperatum,Ranunculaceae,3.dicot,native,1,1,
Delphinium glaucum,Ranunculaceae,3.dicot,native,1,1,1
Delphinium gracilentum,Ranunculaceae,3.dicot,native,1,1,
Delphinium hansenii,Ranunculaceae,3.dicot,native,1,1,1
Delphinium hesperium,Ranunculaceae,3.dicot,native,,1,
Delphinium nudicaule,Ranunculaceae,3.dicot,native,1,1,
Delphinium nuttallianum,Ranunculaceae,3.dicot,native,1,1,1
Delphinium patens,Ranunculaceae,3.dicot,native,1,1,1
Delphinium polycladon,Ranunculaceae,3.dicot,native,1,1,
Enemion occidentale,Ranunculaceae,3.dicot,native,1,,
Halerpestes cymbalaria,Ranunculaceae,3.dicot,native,1,1,1
Kumlienia hystricula,Ranunculaceae,3.dicot,native,1,1,1
Pulsatilla occidentalis,Ranunculaceae,3.dicot,native,1,1,1
Ranunculus alismifolius,Ranunculaceae,3.dicot,native,1,1,1
Ranunculus californicus,Ranunculaceae,3.dicot,native,1,1,
Ranunculus eschscholtzii,Ranunculaceae,3.dicot,native,1,1,
Ranunculus flammula,Ranunculaceae,3.dicot,native,1,1,
Ranunculus glaberrimus,Ranunculaceae,3.dicot,native,,1,
Ranunculus hebecarpus,Ranunculaceae,3.dicot,native,1,1,
Ranunculus muricatus,Ranunculaceae,3.dicot,introduced,1,1,
Ranunculus occidentalis,Ranunculaceae,3.dicot,native,1,1,1
Ranunculus orthorhynchus,Ranunculaceae,3.dicot,native,1,1,
Ranunculus repens,Ranunculaceae,3.dicot,introduced,,,1
Ranunculus trichophyllus,Ranunculaceae,3.dicot,native,1,1,
Ranunculus uncinatus,Ranunculaceae,3.dicot,native,1,1,
Thalictrum fendleri,Ranunculaceae,3.dicot,native,1,1,1
Thalictrum sparsiflorum,Ranunculaceae,3.dicot,native,1,1,1
Ceanothus arcuatus,Rhamnaceae,3.dicot,native,,1,
Ceanothus cordulatus,Rhamnaceae,3.dicot,native,1,1,1
Ceanothus cuneatus,Rhamnaceae,3.dicot,native,1,1,1
Ceanothus diversifolius,Rhamnaceae,3.dicot,native,1,1,1
Ceanothus fresnensis,Rhamnaceae,3.dicot,native,1,1,1
Ceanothus integerrimus,Rhamnaceae,3.dicot,native,1,1,1
Ceanothus leucodermis,Rhamnaceae,3.dicot,native,1,1,1
Ceanothus parvifolius,Rhamnaceae,3.dicot,native,1,1,1
Ceanothus velutinus,Rhamnaceae,3.dicot,native,1,,
Frangula californica,Rhamnaceae,3.dicot,native,1,1,1
Frangula rubra,Rhamnaceae,3.dicot,native,1,1,1
Rhamnus ilicifolia,Rhamnaceae,3.dicot,native,1,1,1
Adenostoma fasciculatum,Rosaceae,3.dicot,native,1,1,
Amelanchier alnifolia,Rosaceae,3.dicot,native,1,1,
Amelanchier utahensis,Rosaceae,3.dicot,native,1,1,1
Argentina anserina,Rosaceae,3.dicot,native,1,1,
Cercocarpus betuloides,Rosaceae,3.dicot,native,1,1,1
Chamaebatia foliolosa,Rosaceae,3.dicot,native,1,1,1
Dasiphora fruticosa,Rosaceae,3.dicot,native,1,1,1
Drymocallis glandulosa,Rosaceae,3.dicot,native,1,1,1
Drymocallis hansenii,Rosaceae,3.dicot,native,1,1,
Drymocallis lactea,Rosaceae,3.dicot,native,1,1,1
Fragaria vesca,Rosaceae,3.dicot,native,1,1,1
Fragaria virginiana,Rosaceae,3.dicot,native,1,1,1
Geum macrophyllum,Rosaceae,3.dicot,native,1,1,1
Holodiscus discolor,Rosaceae,3.dicot,native,1,1,1
Horkelia fusca,Rosaceae,3.dicot,native,1,1,1
Horkelia tridentata,Rosaceae,3.dicot,native,1,1,1
Ivesia gordonii,Rosaceae,3.dicot,native,1,1,1
Ivesia lycopodioides,Rosaceae,3.dicot,native,1,1,1
Ivesia muirii,Rosaceae,3.dicot,native,1,1,1
Ivesia santolinoides,Rosaceae,3.dicot,native,1,1,1
Ivesia shockleyi,Rosaceae,3.dicot,native,1,,1
Ivesia unguiculata,Rosaceae,3.dicot,native,1,1,1
Physocarpus capitatus,Rosaceae,3.dicot,native,1,1,1
Potentilla amicarum,Rosaceae,3.dicot,native,1,1,
Potentilla breweri,Rosaceae,3.dicot,native,1,1,1
Potentilla bruceae,Rosaceae,3.dicot,native,1,1,
Potentilla diversifolia,Rosaceae,3.dicot,native,1,1,
Potentilla drummondii,Rosaceae,3.dicot,native,1,1,
Potentilla flabellifolia,Rosaceae,3.dicot,native,1,1,1
Potentilla glaucophylla,Rosaceae,3.dicot,native,,1,1
Potentilla gracilis,Rosaceae,3.dicot,native,1,1,1
Potentilla grayi,Rosaceae,3.dicot,native,1,1,
Potentilla indica,Rosaceae,3.dicot,introduced,,,1
Potentilla pensylvanica,Rosaceae,3.dicot,native,,1,
Potentilla pseudosericea,Rosaceae,3.dicot,native,1,1,
Prunus cerasifera,Rosaceae,3.dicot,introduced,,1,1
Prunus emarginata,Rosaceae,3.dicot,native,1,1,1
Prunus persica,Rosaceae,3.dicot,introduced,,1,
Prunus subcordata,Rosaceae,3.dicot,native,1,1,
Prunus virginiana,Rosaceae,3.dicot,native,1,1,1
Rosa bridgesii,Rosaceae,3.dicot,native,1,1,1
Rosa californica,Rosaceae,3.dicot,native,1,1,1
Rosa gymnocarpa,Rosaceae,3.dicot,native,1,1,1
Rosa woodsii,Rosaceae,3.dicot,native,1,1,1
Rubus armeniacus,Rosaceae,3.dicot,introduced,1,,1
Rubus glaucifolius,Rosaceae,3.dicot,native,1,1,
Rubus laciniatus,Rosaceae,3.dicot,introduced,1,1,1
Rubus leucodermis,Rosaceae,3.dicot,native,1,1,1
Rubus parviflorus,Rosaceae,3.dicot,native,1,1,1
Rubus ulmifolius,Rosaceae,3.dicot,introduced,,1,
Rubus ursinus,Rosaceae,3.dicot,native,1,1,1
Sibbaldia procumbens,Rosaceae,3.dicot,native,1,1,1
Sorbus californica,Rosaceae,3.dicot,native,1,1,1
Sorbus scopulina,Rosaceae,3.dicot,native,1,1,
Spiraea splendens,Rosaceae,3.dicot,native,1,1,1
Cephalanthus occidentalis,Rubiaceae,3.dicot,native,1,1,1
Galium aparine,Rubiaceae,3.dicot,native,1,1,1
Galium bifolium,Rubiaceae,3.dicot,native,1,1,
Galium bolanderi,Rubiaceae,3.dicot,native,1,1,
Galium boreale,Rubiaceae,3.dicot,native,1,1,
Galium mexicanum,Rubiaceae,3.dicot,native,1,1,
Galium parisiense,Rubiaceae,3.dicot,introduced,1,1,
Galium porrigens,Rubiaceae,3.dicot,native,1,1,1
Galium sparsiflorum,Rubiaceae,3.dicot,native,1,1,
Galium trifidum,Rubiaceae,3.dicot,native,1,1,
Galium triflorum,Rubiaceae,3.dicot,native,1,1,1
Kelloggia galioides,Rubiaceae,3.dicot,native,1,1,1
Populus tremuloides,Salicaceae,3.dicot,native,1,1,1
Populus trichocarpa,Salicaceae,3.dicot,native,1,1,1
Salix boothii,Salicaceae,3.dicot,native,1,1,
Salix eastwoodiae,Salicaceae,3.dicot,native,1,1,
Salix exigua,Salicaceae,3.dicot,native,1,1,1
Salix geyeriana,Salicaceae,3.dicot,native,1,1,1
Salix jepsonii,Salicaceae,3.dicot,native,1,1,
Salix laevigata,Salicaceae,3.dicot,native,1,1,
Salix lasiandra,Salicaceae,3.dicot,native,1,1,1
Salix lasiolepis,Salicaceae,3.dicot,native,1,1,
Salix lemmonii,Salicaceae,3.dicot,native,1,1,
Salix ligulifolia,Salicaceae,3.dicot,native,1,1,
Salix lutea,Salicaceae,3.dicot,native,1,,
Salix melanopsis,Salicaceae,3.dicot,native,1,1,
Salix nivalis,Salicaceae,3.dicot,native,1,1,1
Salix orestera,Salicaceae,3.dicot,native,1,1,
Salix petrophila,Salicaceae,3.dicot,native,1,1,1
Salix planifolia,Salicaceae,3.dicot,native,1,1,1
Salix prolixa,Salicaceae,3.dicot,native,1,1,
Salix scouleriana,Salicaceae,3.dicot,native,1,1,1
Arceuthobium abietinum,Santalaceae,3.dicot,native,1,1,1
Arceuthobium americanum,Santalaceae,3.dicot,native,1,1,
Arceuthobium californicum,Santalaceae,3.dicot,native,1,,
Arceuthobium campylopodum,Santalaceae,3.dicot,native,1,1,1
Arceuthobium occidentale,Santalaceae,3.dicot,native,1,,
Comandra umbellata,Santalaceae,3.dicot,native,1,1,1
Phoradendron bolleanum,Santalaceae,3.dicot,native,1,1,
Phoradendron juniperinum,Santalaceae,3.dicot,native,1,1,1
Phoradendron leucarpum,Santalaceae,3.dicot,native,,1,1
Phoradendron libocedri,Santalaceae,3.dicot,native,1,1,
Phoradendron pauciflorum,Santalaceae,3.dicot,native,1,1,
Phoradendron villosum,Santalaceae,3.dicot,native,1,1,1
Acer circinatum,Sapindaceae,3.dicot,native,,1,1
Acer glabrum,Sapindaceae,3.dicot,native,1,1,1
Acer macrophyllum,Sapindaceae,3.dicot,native,1,1,1
Aesculus californica,Sapindaceae,3.dicot,native,1,1,1
Bolandra californica,Saxifragaceae,3.dicot,native,1,1,1
Boykinia major,Saxifragaceae,3.dicot,native,1,1,1
Brewerimitella breweri,Saxifragaceae,3.dicot,native,1,1,1
Darmera peltata,Saxifragaceae,3.dicot,native,1,1,1
Heuchera micrantha,Saxifragaceae,3.dicot,native,1,1,1
Heuchera rubescens,Saxifragaceae,3.dicot,native,1,1,1
Lithophragma affine,Saxifragaceae,3.dicot,native,1,1,1
Lithophragma bolanderi,Saxifragaceae,3.dicot,native,1,1,1
Lithophragma glabrum,Saxifragaceae,3.dicot,native,1,1,1
Lithophragma heterophyllum,Saxifragaceae,3.dicot,native,1,1,1
Lithophragma parviflorum,Saxifragaceae,3.dicot,native,1,1,1
Micranthes aprica,Saxifragaceae,3.dicot,native,1,1,1
Micranthes bryophora,Saxifragaceae,3.dicot,native,1,1,1
Micranthes californica,Saxifragaceae,3.dicot,native,1,1,
Micranthes nidifica,Saxifragaceae,3.dicot,native,1,1,1
Micranthes odontoloma,Saxifragaceae,3.dicot,native,1,1,1
Micranthes oregana,Saxifragaceae,3.dicot,native,1,1,
Micranthes tolmiei,Saxifragaceae,3.dicot,native,1,1,1
Pectiantia pentandra,Saxifragaceae,3.dicot,native,1,1,1
Saxifraga hyperborea,Saxifragaceae,3.dicot,native,1,1,1
Saxifraga mertensiana,Saxifragaceae,3.dicot,native,1,1,
Scrophularia californica,Scrophulariaceae,3.dicot,native,1,1,1
Scrophularia desertorum,Scrophulariaceae,3.dicot,native,1,1,
Verbascum blattaria,Scrophulariaceae,3.dicot,introduced,1,,1
Verbascum thapsus,Scrophulariaceae,3.dicot,introduced,1,1,1
Verbascum virgatum,Scrophulariaceae,3.dicot,introduced,,,1
Ailanthus altissima,Simaroubaceae,3.dicot,introduced,,,1
Datura wrightii,Solanaceae,3.dicot,native,1,1,1
Nicotiana acuminata,Solanaceae,3.dicot,introduced,1,1,1
Nicotiana attenuata,Solanaceae,3.dicot,native,1,1,1
Solanum americanum,Solanaceae,3.dicot,native,1,,1
Solanum nigrum,Solanaceae,3.dicot,introduced,,1,1
Solanum xanti,Solanaceae,3.dicot,native,1,1,1
Staphylea bolanderi,Staphyleaceae,3.dicot,native,1,1,1
Urtica gracilis,Urticaceae,3.dicot,native,1,,
Urtica urens,Urticaceae,3.dicot,introduced,1,1,
Verbena hastata,Verbenaceae,3.dicot,native,1,,
Verbena lasiostachys,Verbenaceae,3.dicot,native,1,1,1
Sambucus cerulea,Viburnaceae,3.dicot,native,1,1,1
Sambucus racemosa,Viburnaceae,3.dicot,native,1,1,1
Viola adunca,Violaceae,3.dicot,native,1,1,1
Viola arvensis,Violaceae,3.dicot,introduced,1,1,1
Viola bakeri,Violaceae,3.dicot,native,1,1,1
Viola glabella,Violaceae,3.dicot,native,1,1,1
Viola lobata,Violaceae,3.dicot,native,1,1,1
Viola macloskeyi,Violaceae,3.dicot,native,1,1,1
Viola odorata,Violaceae,3.dicot,introduced,,1,1
Viola pinetorum,Violaceae,3.dicot,native,1,1,1
Viola purpurea,Violaceae,3.dicot,native,1,1,1
Viola sheltonii,Violaceae,3.dicot,native,1,1,1
Parthenocissus inserta,Vitaceae,3.dicot,introduced,1,1,
Parthenocissus quinquefolia,Vitaceae,3.dicot,introduced,,,1
Vitis californica,Vitaceae,3.dicot,native,1,1,1
Tribulus terrestris,Zygophyllaceae,3.dicot,introduced,1,1,1
Bulbostylis capillaris,Cyperaceae,4.monocot,native,1,1,
Calliscirpus criniger,Cyperaceae,4.monocot,native,1,1,1
Carex abrupta,Cyperaceae,4.monocot,native,1,1,
Carex albonigra,Cyperaceae,4.monocot,native,1,1,
Carex amplifolia,Cyperaceae,4.monocot,native,1,1,
Carex angustata,Cyperaceae,4.monocot,native,1,1,
Carex aquatilis,Cyperaceae,4.monocot,native,1,1,
Carex athrostachya,Cyperaceae,4.monocot,native,1,1,
Carex aurea,Cyperaceae,4.monocot,native,1,1,1
Carex bolanderi,Cyperaceae,4.monocot,native,1,1,
Carex brainerdii,Cyperaceae,4.monocot,native,1,1,
Carex breweri,Cyperaceae,4.monocot,native,1,1,1
Carex buxbaumii,Cyperaceae,4.monocot,native,1,1,
Carex canescens,Cyperaceae,4.monocot,native,1,1,
Carex capillaris,Cyperaceae,4.monocot,native,1,1,
Carex capitata,Cyperaceae,4.monocot,native,1,1,1
Carex congdonii,Cyperaceae,4.monocot,native,1,1,1
Carex cusickii,Cyperaceae,4.monocot,native,1,1,
Carex davyi,Cyperaceae,4.monocot,native,1,1,
Carex densa,Cyperaceae,4.monocot,native,1,1,
Carex douglasii,Cyperaceae,4.monocot,native,1,1,
Carex echinata,Cyperaceae,4.monocot,native,1,1,
Carex feta,Cyperaceae,4.monocot,native,1,1,1
Carex filifolia,Cyperaceae,4.monocot,native,1,1,1
Carex fissuricola,Cyperaceae,4.monocot,native,1,1,
Carex fracta,Cyperaceae,4.monocot,native,1,1,
Carex hassei,Cyperaceae,4.monocot,native,1,1,
Carex haydeniana,Cyperaceae,4.monocot,native,1,1,
Carex helleri,Cyperaceae,4.monocot,native,1,1,
Carex heteroneura,Cyperaceae,4.monocot,native,1,1,1
Carex hoodii,Cyperaceae,4.monocot,native,1,1,
Carex illota,Cyperaceae,4.monocot,native,1,1,
Carex incurviformis,Cyperaceae,4.monocot,native,1,1,
Carex integra,Cyperaceae,4.monocot,native,1,1,1
Carex jonesii,Cyperaceae,4.monocot,native,1,1,
Carex kelloggii,Cyperaceae,4.monocot,native,1,1,
Carex lemmonii,Cyperaceae,4.monocot,native,1,1,
Carex leporinella,Cyperaceae,4.monocot,native,1,1,
Carex leptopoda,Cyperaceae,4.monocot,native,1,1,
Carex limosa,Cyperaceae,4.monocot,native,1,1,
Carex luzulifolia,Cyperaceae,4.monocot,native,1,1,
Carex mariposana,Cyperaceae,4.monocot,native,1,1,
Carex microptera,Cyperaceae,4.monocot,native,1,1,
Carex multicaulis,Cyperaceae,4.monocot,native,1,1,1
Carex multicostata,Cyperaceae,4.monocot,native,1,1,
Carex nebrascensis,Cyperaceae,4.monocot,native,1,1,
Carex nervina,Cyperaceae,4.monocot,native,1,1,
Carex nigricans,Cyperaceae,4.monocot,native,1,1,1
Carex nudata,Cyperaceae,4.monocot,native,1,1,
Carex pachystachya,Cyperaceae,4.monocot,native,1,1,
Carex pellita,Cyperaceae,4.monocot,native,1,1,
Carex phaeocephala,Cyperaceae,4.monocot,native,1,1,
Carex praeceptorum,Cyperaceae,4.monocot,native,1,1,
Carex praegracilis,Cyperaceae,4.monocot,native,1,1,
Carex praticola,Cyperaceae,4.monocot,native,1,1,
Carex preslii,Cyperaceae,4.monocot,native,1,1,
Carex raynoldsii,Cyperaceae,4.monocot,native,1,1,1
Carex rossii,Cyperaceae,4.monocot,native,1,1,
Carex sartwelliana,Cyperaceae,4.monocot,native,1,1,1
Carex scirpoidea,Cyperaceae,4.monocot,native,1,1,
Carex scopulorum,Cyperaceae,4.monocot,native,1,1,
Carex senta,Cyperaceae,4.monocot,native,1,1,
Carex simulata,Cyperaceae,4.monocot,native,1,1,
Carex specifica,Cyperaceae,4.monocot,native,1,1,
Carex spectabilis,Cyperaceae,4.monocot,native,1,1,
Carex stipata,Cyperaceae,4.monocot,native,1,1,
Carex straminiformis,Cyperaceae,4.monocot,native,1,1,1
Carex subfusca,Cyperaceae,4.monocot,native,1,1,1
Carex subnigricans,Cyperaceae,4.monocot,native,1,1,
Carex tahoensis,Cyperaceae,4.monocot,native,1,1,
Carex tompkinsii,Cyperaceae,4.monocot,native,1,1,
Carex utriculata,Cyperaceae,4.monocot,native,1,1,1
Carex vernacula,Cyperaceae,4.monocot,native,1,1,1
Carex vesicaria,Cyperaceae,4.monocot,native,1,1,1
Carex whitneyi,Cyperaceae,4.monocot,native,1,1,1
Cyperus eragrostis,Cyperaceae,4.monocot,native,1,1,
Cyperus esculentus,Cyperaceae,4.monocot,native,1,1,
